EyeBlinkLeft,EyeLookDownLeft,EyeLookInLeft,EyeLookOutLeft,EyeLookUpLeft,EyeSquintLeft,EyeWideLeft,EyeBlinkRight,EyeLookDownRight,EyeLookInRight,EyeLookOutRight,EyeLookUpRight,EyeSquintRight,EyeWideRight,JawForward,JawLeft,JawRight,JawOpen,MouthClose,MouthFunnel,MouthPucker,MouthLeft,MouthRight,MouthSmileLeft,MouthSmileRight,MouthFrownLeft,MouthFrownRight,MouthDimpleLeft,MouthDimpleRight,MouthStretchLeft,MouthStretchRight,MouthRollLower,MouthRollUpper,MouthShrugLower,MouthShrugUpper,MouthPressLeft,MouthPressRight,MouthLowerDownLeft,MouthLowerDownRight,MouthUpperUpLeft,MouthUpperUpRight,BrowDownLeft,BrowDownRight,BrowInnerUp,BrowOuterUpLeft,BrowOuterUpRight,CheekPuff,CheekSquintLeft,CheekSquintRight,NoseSneerLeft,NoseSneerRight,TongueOut
左眼眨眼,左眼目视下方,左眼注视鼻尖,左眼向左看,左眼目视上方,左眼眯眼,左眼睁大,右眼眨眼,右眼目视下方,右眼注视鼻尖,右眼向左看,右眼目视上方,右眼眯眼,右眼睁大,努嘴时下巴向前,撇嘴时下巴向左,撇嘴时下巴向右,张嘴时下巴向下,闭嘴,稍张嘴并双唇张开,抿嘴,向左撇嘴,向右撇嘴,左撇嘴笑,右撇嘴笑,左嘴唇下压,右嘴唇下压,左嘴唇向后,右嘴唇向后,左嘴角向左,右嘴角向右,下嘴唇卷向里,下嘴唇卷向上,下嘴唇向下,上嘴唇向上,下嘴唇压向左,下嘴唇压向右,下嘴唇压向左下,下嘴唇压向右下,上嘴唇压向左上,上嘴唇压向右上,左眉向外,右眉向外,蹙眉,左眉向左上,右眉向右上,脸颊向外,左脸颊向上并回旋,右脸颊向上并回旋,左蹙鼻子,右蹙鼻子,吐舌头
